"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","吐鲁番","Turpan",,,,,
"02","珍珠泉","Zhenzhuquan",,,,,
"03","托克逊","Toksun",,,,,
"04","望布","Wangbu",,,,,
"05","鱼儿沟","Yu'ergou",,,,,
"06","伯信特","Boxinte",,,,,
"07","塔塔尔","Tata'er",,,,,
"08","新井子","Xingjingzi",,,,,
"09","马兰","Malan",,,,,
"0a","和硕","Hoxud",,,,,
"0b","焉耆","Yanqi",,,,,
"0c","塔什店","Tashidian",,,,,
"0d","库尔勒","Korla",,,,,
"0e","库北","Kubei",,,,,
"0f","库西","Kuxi",,,,,
"0g","铁门关","Tiemenguan",,,,,
"0h","库尔楚","Ku'erchu",,,,,
"0i","策达雅","Cedaya",,,,,
"0j","阳霞","Yangxia",,,,,
"0k","轮台","Luntai",,,,,
"0l","雅克拉","Yakela",,,,,
"0m","库车","Kuqa",,,,,
"0n","库车西","Kuqa West",,,,,
"0o","新和","Xinhe",,,,,
"0p","伊斯克苏","Yisikesu",,,,,
"0q","羊塔克库都克","Yangtakekuduke",,,,,
"0r","喀拉玉尔滚","Kalayu'ergun",,,,,
"0s","阿克苏","Aksu",,,,,
"0t","三角地","Sanjiaodi",,,,,
"0u","金银川","Jinyinchuan",,,,,
"0v","柯坪","Kalpin",,,,,
"0w","一间房","Yijianfang",,,,,
"0x","巴楚","Bachu",,,,,
"0y","五道班","Wudaoban",,,,,
"0z","西格尔","Xige'er",,,,,
"10","八盘磨","Bapanmo",,,,,
"11","阿图什","Artux",,,,,
"12","喀什","Kashgar",,,,,
