"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","関内","Kannai","0",,,,
"02","伊勢佐木長者町","Isezakichōjamachi","0.7",,,,
"03","阪東橋","Bandōbashi","1.6",,,,
"04","吉野町","Yoshinochō","2.1",,,,
"05","蒔田","Maita","3.2",,,,
"06","弘明寺","Gumyōji","4.3",,,,
"07","上大岡","Kami-Ōoka","5.9",,,,
"08","港南中央","Kōnan-Chūō","7",,,,
"09","上永谷","Kaminagaya","8.7",,,,
"0a","下永谷","Shimonagaya","10",,,,
"0b","舞岡","Maioka","10.7",,,,
"0c","戸塚","Totsuka","12.3",,,,
"0d","踊場","Odoriba","14",,,,
"0e","中田","Nakada","14.9",,,,
"0f","立場","Tateba","16",,,,
"0g","下飯田","Shimoiida","18.1",,,,
"0h","湘南台","Shōnandai","19.7",,,,
