"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","长春西","Changchun West","0","","","",""
"02","杨家粉坊线路所","Yangjiafenfang Signal Base","8","","","",""
"03","长春","Changchun","12","","","",""
