"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","越前花堂","Echizen-Hanando",,,,,
"02","六条","Rokujo",,,,,
"03","足羽","Asuwa",,,,,
"04","越前東郷","Echizen-Togo",,,,,
"05","一乗谷","Ichijodani",,,,,
"06","越前高田","Echizen-Takada",,,,,
"07","市波","Ichinami",,,,,
"08","小和清水","Kowashozu",,,,,
"09","美山","Miyama",,,,,
"0a","越前薬師","Echizen-Yakushi",,,,,
"0b","越前大宮","Echizen-Omiya",,,,,
"0c","計石","Hakariishi",,,,,
"0d","牛ヶ原","Ushigahara",,,,,
"0e","北大野","Kita-Ono",,,,,
"0f","越前大野","Echizen-Ono",,,,,
"0g","越前田野","Echizen-Tano",,,,,
"0h","越前富田","Echizen-Tomida",,,,,
"0i","下唯野","Shimoyuino",,,,,
"0j","柿ヶ島","Kakigashima",,,,,
"0k","勝原","Kadohara",,,,,
"0l","越前下山","Echizen-Shimoyama",,,,,
"0m","九頭竜湖","Kuzuryuko",,,,,
