"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","ชุมทางทุ่งสง","Thung Song Junction",,,,,
"02","ที่วัง","Thi Wang",,,,,
"03","กะปาง","Kapang",,,,,
"04","ห้วยยอด","Huai Yot",,,,,
"05","ตรัง","Trang",,,,,
"06","กันตัง","Kantang",,,,,
