"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","十三","Jūsō","0",,,,
"02","南方","Minamikata","1.9",,,,
"03","崇禅寺","Sōzenji","3.2",,,,
"04","淡路","Awaji","4.2",,,,
"05","上新庄","Kami-Shinjō","6.3",,,,
"06","相川","Aikawa","7.2",,,,
"07","正雀","Shōjaku","9.4",,,,
"08","摂津市","Settsu-shi","10.9",,,,
"09","南茨木","Minami-Ibaraki","12.9",,,,
"0a","茨木市","Ibaraki-shi","14.8",,,,
"0b","総持寺","Sōjiji","16.8",,,,
"0c","富田","Tonda","17.3",,,,
"0d","高槻市","Takatsuki-shi","20.6",,,,
"0e","上牧","Kammaki","24.9",,,,
"0f","水無瀬","Minase","25.7",,,,
"0g","大山崎","Ōyamazaki","27.7",,,,
"0h","西山天王山","Nishiyama Tennozan","30.2",,,,
"0i","長岡天神","Nagaoka-Tenjin","31.7",,,,
"0j","西向日","Nishi-Mukō","33.6",,,,
"0k","東向日","Higashi-Mukō","35",,,,
"0l","洛西口","Rakusaiguchi","36.3",,,,
"0m","桂","Katsura","38",,,,
"0n","西京極","Nishi-Kyōgoku","40.1",,,,
"0o","西院","Saiin","41.9",,,,
"0p","大宮","Ōmiya","43.3",,,,
"0q","烏丸","Karasuma","44.4",,,,
"0r","京都河原町","Kyoto-kawaramachi","45.3",,,,
