"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","掛川","Kakegawa","0",,,,
"02","掛川市役所前","Kakegawa-shiyakusho-mae","1.3",,,,
"03","西掛川","Nishi-Kakegawa","1.8",,,,
"04","桜木","Sakuragi","4",,,,
"05","いこいの広場","Ikoinohiroba","5.5",,,,
"06","細谷","Hosoya","6",,,,
"07","原谷","Haranoya","7.9",,,,
"08","原田","Harada","9.4",,,,
"09","戸綿","Towata","12",,,,
"0a","遠州森","Enshū-Mori","12.8",,,,
"0b","森町病院前","Morimachibyōin-mae","13.6",,,,
"0c","円田","Enden","14.7",,,,
"0d","遠江一宮","Tōtōmi-Ichinomiya","16.4",,,,
"0e","敷地","Shikiji","19.9",,,,
"0f","豊岡","Toyooka","23",,,,
"0g","上野部","Kaminobe","24.4",,,,
"0h","天竜二俣","Tenryū-Futamata","26.2",,,,
"0i","二俣本町","Futamata-Hommachi","26.8",,,,
"0j","西鹿島","Nishi-Kajima","28.5",,,,
"0k","岩水寺","Gansuiji","30.3",,,,
"0l","宮口","Miyaguchi","32.3",,,,
"0m","フルーツパーク","Fruit Park","36.2",,,,
"0n","都田","Miyakoda","37.7",,,,
"0o","常葉大学前","Tokohadaigakumae","39.1",,,,
"0p","金指","Kanasashi","41.9",,,,
"0q","岡地","Okaji","43.5",,,,
"0r","気賀","Kiga","44.8",,,,
"0s","西気賀","Nishi-Kiga","47.7",,,,
"0t","寸座","Sunza","49.4",,,,
"0u","浜名湖佐久米","Hamanako-Sakume","50.7",,,,
"0v","東都筑","Higashi-Tsuzuki","51.9",,,,
"0w","都筑","Tsuzuki","53.3",,,,
"0x","三ヶ日","Mikkabi","55.6",,,,
"0y","奥浜名湖","Okuhamanako","56.8",,,,
"0z","尾奈","Ona","58.1",,,,
"10","知波田","Chibata","62.9",,,,
"11","大森","Ōmori","65",,,,
"12","アスモ前","Asumomae","66.7",,,,
"13","新所原","Shinjohara","67.7",,,,
