"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","蘆洲","Luzhou",,,,,
"02","三民高中","Sanmin Senior High School",,,,,
"03","徐匯中學","St. Ignatius High School",,,,,
"04","三和國中","Sanhe Junior High School",,,,,
"05","三重國小","Sanchong Elementary School",,,,,
"06","大橋頭","Daqiaotou",,,,,
