"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","문양","Munyang",,,,,
"02","다사","Dasa",,,,,
"03","대실","Daesil",,,,,
"04","강창","Gangchang",,,,,
"05","계명대","Keimyung Univ.",,,,,
"06","성서산업단지","Seongseo Industrial Complex",,,,,
"07","이곡","Igok",,,,,
"08","용산","Yongsan",,,,,
"09","죽전","Jukjeon",,,,,
"0a","감삼","Gamsam",,,,,
"0b","두류","Duryu",,,,,
"0c","내당","Naedang",,,,,
"0d","반고개","Bangogae",,,,,
"0e","청라언덕","Cheongnaeondeok",,,,,
"0f","반월당","Banwoldang",,,,,
"0g","경대병원","Kyungpook Nat'l Univ Hosp.",,,,,
"0h","대구은행","Daegu Bank",,,,,
"0i","범어","Beomeo",,,,,
"0j","수성구청","Suseong-gu Office",,,,,
"0k","만촌","Manchon",,,,,
"0l","담티","Damti",,,,,
"0m","연호","Yeonho",,,,,
"0n","대공원","Daegu Grand Park",,,,,
"0o","고산","Gosan",,,,,
"0p","신매","Simmae",,,,,
"0q","사월","Sawol",,,,,
"0r","정평","Jeongpyeong",,,,,
"0s","임당","Imdang",,,,,
"0t","영남대","Yeungnam Univ.",,,,,
