"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","横浜","Yokohama","0","","","ja6781",""
"02","桜木町","Sakuragicho","2","","","ja7711",""
"03","関内","Kannai","3","","","ja49349",""
"04","石川町","Ishikawacho","3.8","","","ja77239",""
"05","山手","Yamate","5","","","ja77240",""
"06","根岸","Negishi","7.1","","","ja56368",""
"07","磯子","Isogo","9.5","","","ja50079",""
"08","新杉田","Shin-Sugita","11.1","","","ja49357",""
"09","洋光台","Yokodai","14.1","","","ja42520",""
"0a","港南台","Konandai","16","","","ja42518",""
"0b","本郷台","Hongodai","18.5","","","ja42503",""
"0c","大船","Ofuna","22.1","","","ja6782",""
