"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","若松","Wakamatsu","0","","","ja108645",""
"02","藤ノ木","Fujinoki","2.9","","","ja165831",""
"03","奥洞海","Okudokai","4.6","","","ja165834",""
"04","二島","Futajima","6.3","","","ja165835",""
"05","本城","Honjo","9.3","","","ja142169",""
"06","折尾","Orio","10.8","","","ja70760",""
"07","東水巻","Higashi Mizumaki","13.5","","","ja84750",""
"08","中間","Nakama","14.9","","","ja86082",""
"09","筑前垣生","Chikuzen Habu","16.4","","","ja87428",""
"0a","鞍手","Kurate","18.7","","","ja87429",""
"0b","筑前植木","Chikuzen Ueki","21.2","","","ja87430",""
"0c","新入","Shinnyu","22.8","","","ja87431",""
"0d","直方","Nogata","24.8","","","ja86306",""
"0e","勝野","Katsuno","27.5","","","ja172376",""
"0f","小竹","Kotake","31.3","","","ja172380",""
"0g","鯰田","Namazuta","34.7","","","ja172382",""
"0h","浦田","Urata","36.2","","","ja114296",""
"0i","新飯塚","Shin Iizuka","37.6","","","ja76574",""
"0j","飯塚","Iizuka","39.4","","","ja76578",""
"0k","天道","Tento","42.3","","","ja85994",""
"0l","桂川","Keisen","45.3","","","ja64248",""
"0m","上穂波","Kami Honami","48.1","","","ja183988",""
"0n","筑前内野","Chikuzen Uchino ","51.2","","","ja183991",""
"0o","筑前山家","Chikuzen Yamae","61.4","","","ja183993",""
"0p","原田","Haruda","66.1","","","ja46882",""
