"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","米原","Maibara",,,,,
"02","坂田","Sakata",,,,,
"03","田村","Tamura",,,,,
"04","長浜","Nagahama",,,,,
"05","虎姫","Torahime",,,,,
"06","河毛","Kawake",,,,,
"07","高月","Takatsuki",,,,,
"08","木ノ本","Kinomoto",,,,,
"09","余呉","Yogo",,,,,
"0a","近江塩津","Omi-Shiotsu",,,,,
"0b","新疋田","Shin-Hikida",,,,,
"0c","敦賀","Tsuruga",,,,,
"0d","南今庄","Minami-Imajo",,,,,
"0e","今庄","Imajo",,,,,
"0f","湯尾","Yunoo",,,,,
"0g","南条","Nanjo",,,,,
"0h","王子保","Oshio",,,,,
"0i","武生","Takefu",,,,,
"0j","鯖江","Sabae",,,,,
"0k","北鯖江","Kita-Sabae",,,,,
"0l","大土呂","Odoro",,,,,
"0m","越前花堂","Echizen-Hanando",,,,,
"0n","福井","Fukui",,,,,
"0o","森田","Morita",,,,,
"0p","春江","Harue",,,,,
"0q","丸岡","Maruoka",,,,,
"0r","芦原温泉","Awaraonsen",,,,,
"0s","細呂木","Hosorogi",,,,,
"0t","牛ノ谷","Ushinoya",,,,,
"0u","大聖寺","Daishoji",,,,,
"0v","加賀温泉","Kagaonsen",,,,,
"0w","動橋","Iburihashi",,,,,
"0x","粟津","Awazu",,,,,
"0y","小松","Komatsu",,,,,
"0z","明峰","Meiho",,,,,
"10","能美根上","Nomineagari",,,,,
"11","小舞子","Komaiko",,,,,
"12","美川","Mikawa",,,,,
"13","加賀笠間","Kaga-Kasama",,,,,
"14","松任","Matto",,,,,
"15","野々市","Nonoichi",,,,,
"16","西金沢","Nishi-Kanazawa",,,,,
"17","金沢","Kanazawa",,,,,
