"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","ท่าพระ","Tha Phra","0.0","","","th196750",""
"02","จรัญฯ 13","Charan 13","","","","th1049418",""
"03","ไฟฉาย","Fai Chai","","","","th1049419",""
"04","บางขุนนนท์","Bang Khun Non","","","","th558597",""
"05","บางยี่ขัน","Bang Yi Khan","","","","th571935",""
"06","สิรินธร","Sirindhorn","","","","th198515",""
"07","บางพลัด","Bang Phlat","","","","th198514",""
"08","บางอ้อ","Bang O","","","","th196783",""
"09","บางโพ","Bang Pho","","","","th196782",""
"0a","เตาปูน","Tao Poon","","","","th974809",""
"0b","บางซื่อ","Bang Sue","","","","th61772",""
"0c","กำแพงเพชร","Kamphaeng Phet","","","","th50380",""
"0d","สวนจตุจักร","Chatuchak Park","","","","th50384",""
"0e","พหลโยธิน","Phahon Yothin","","","","th61066",""
"0f","ลาดพร้าว","Lat Phrao","","","","th196675",""
"0g","รัชดาภิเษก","Ratchadaphisek","","","","th87736",""
"0h","สุทธิสาร","Sutthisan","","","","th196678",""
"0i","ห้วยขวาง","Huai Khwang","","","","th196739",""
"0j","ศูนย์วัฒนธรรมแห่งประเทศไทย","Thailand Cultural Centre","","","","th558579",""
"0k","พระราม 9","Phra Ram 9","","","","th196741",""
"0l","เพชรบุรี","Phetchaburi","","","","th64532",""
"0m","สุขุมวิท","Sukhumvit","","","","th87745",""
"0n","ศูนย์การประชุมแห่งชาติสิริกิติ์","Queen Sirikit National Convention Centre","","","","th114408",""
"0o","คลองเตย","Khlong Toei","","","","th114402",""
"0p","ลุมพินี","Lumphini","","","","th61575",""
"0q","สีลม","Si Lom","","","","th61538",""
"0r","สามย่าน","Sam Yan","","","","th22731",""
"0s","หัวลำโพง","Hua Lamphong","","","","th61258",""
"0t","วัดมังกร","Wat Mangkon","","","","th196742",""
"0u","สามยอด","Sam Yot","","","","th862772",""
"0v","สนามไชย","Sanam Chai","","","","th196746",""
"0w","อิสรภาพ","Itsaraphap","","","","th500958",""
"0x","ท่าพระ","Tha Phra","","","","th196750",""
"0y","บางไผ่","Bang Phai","","","","th3651",""
"0z","บางหว้า","Bang Wa","","","","th196512",""
"10","เพชรเกษม 48","Phetkasem 48","","","","th196752",""
"11","ภาษีเจริญ","Phasi Charoen","","","","th196754",""
"12","บางแค"," Bang Khae","","","","th196756",""
"13","หลักสอง","Lak Song","48.0","","","th196757",""
