"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","수영","Suyeong","0","","","ko70871",""
"02","망미","Mangmi","1","","","ko71133",""
"03","배산","Baesan","2.2","","","ko94743",""
"04","물만골","Mulmangol","3.3","","","ko94987",""
"05","연산","Yeonsan","4.4","","","ko461833",""
"06","거제","Geoje","5.1","","","ko71127",""
"07","종합운동장","Sports Complex","5.8","","","ko82568",""
"08","사직","Sajik","6.6","","","ko76544",""
"09","미남","Minam","7.4","","","ko76542",""
"0a","만덕","Mandeok","10.7","","","ko70882",""
"0b","남산정","Namsanjeong","11.8","","","ko71134",""
"0c","숙등","Sukdeung","12.8","","","ko94742",""
"0d","덕천","Deokcheon","13.5","","","ko704645",""
"0e","구포","Gupo","14.6","","","ko94761",""
"0f","강서구청","Gangseo-gu Office","16.2","","","ko74746",""
"0g","체육공원","Sports Park","17.3","","","ko70881",""
"0h","대저","Daejeo","18.1","","","ko70874",""
