"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","小牛田","Kogota","0","","","ja59871",""
"02","北浦","Kitaura","4.5","","","ja60947",""
"03","陸前谷地","Rikuzen-Yachi","6.6","","","ja60948",""
"04","古川","Furukawa","9.4","","","ja38285",""
"05","塚目","Tsukanome","12.1","","","ja69173",""
"06","西古川","Nishi-Furukawa","15.9","","","ja69174",""
"07","東大崎","Higashi-Osaki","19.1","","","ja69176",""
"08","西大崎","Nishi-Osaki","21.9","","","ja69178",""
"09","岩出山","Iwadeyama","24.8","","","ja69179",""
"0a","有備館","Yubikan","25.8","","","ja69181",""
"0b","上野目","Kaminome","28.6","","","ja69182",""
"0c","池月","Ikezuki","32.4","","","ja69185",""
"0d","川渡温泉","Kawatabi-Onsen","38.8","","","ja69186",""
"0e","鳴子御殿湯","Naruko-Gotenyu","42.7","","","ja69187",""
"0f","鳴子温泉","Naruko-Onsen","44.9","","","ja69190",""
"0g","中山平温泉","Nakayamadaira-Onsen","50","","","ja69195",""
"0h","堺田","Sakaida","55.3","","","ja69196",""
"0i","赤倉温泉","Akakura-Onsen","61.1","","","ja69201",""
"0j","立小路","Tachikoji","62.8","","","ja69202",""
"0k","最上","Mogami","65.6","","","ja69203",""
"0l","大堀","Ohori","69.5","","","ja69204",""
"0m","鵜杉","Usugi","71.5","","","ja69205",""
"0n","瀬見温泉","Semi-Onsen","75","","","ja69206",""
"0o","東長沢","Higashi-Nagasawa","81","","","ja69208",""
"0p","長沢","Nagasawa","82.8","","","ja69210",""
"0q","南新庄","Minami-Shinjo","89.2","","","ja69211",""
"0r","新庄","Shinjo","94.1","","","ja38752",""
