"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","北塬","Beiyuan",,,,,
"02","白水县","Baishuixian",,,,,
"03","澄城","Chengcheng",,,,,
"04","南永宁","Nanyongning",,,,,
"05","合阳北","Heyang North",,,,,
"06","芝阳","Zhiyang",,,,,
