"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","佐倉","Sakura",,,,,
"02","酒々井","Shisui",,,,,
"03","成田","Narita",,,,,
"04","久住","Kuzumi",,,,,
"05","滑河","Namegawa",,,,,
"06","下総神崎","Shimosa-Kozaki",,,,,
"07","大戸","Oto",,,,,
"08","佐原","Sawara",,,,,
"09","香取","Katori",,,,,
"0a","水郷","Suigo",,,,,
"0b","小見川","Omigawa",,,,,
"0c","笹川","Sasagawa",,,,,
"0d","下総橘","Shimosa-Tachibana",,,,,
"0e","下総豊里","Shimosa-Toyosato",,,,,
"0f","椎柴","Shiishiba",,,,,
"0g","松岸","Matsugishi",,,,,
