"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","千頭","Senzu","0",,,,
"02","川根両国","Kawane-Ryōgoku","1.1",,,,
"03","沢間","Sawama","2.4",,,,
"04","土本","Domoto","3.9",,,,
"05","川根小山","Kawane-Koyama","5.8",,,,
"06","奥泉","Okuizumi","7.5",,,,
"07","アプトいちしろ","Abt Ichishiro","9.9",,,,
"08","長島ダム","Nagashima Dam","11.4",,,,
"09","ひらんだ","Hiranda","12.6",,,,
"0a","奥大井湖上","Okuōikojō","13.9",,,,
"0b","接岨峡温泉","Sessokyō-Onsen","15.5",,,,
"0c","尾盛","Omori","17.8",,,,
"0d","閑蔵","Kanzō","20.5",,,,
"0e","井川","Ikawa","25.5",,,,
