"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","難波","Namba","0.0",,,,
"02","今宮戎","Imamiyaebisu","0.9",,,,
"03","新今宮","Shin-Imamiya","1.5",,,,
"04","萩ノ茶屋","Haginochaya","2.0",,,,
"05","天下茶屋","Tengachaya","3.0",,,,
"06","岸里玉出","Kishinosato-Tamade","3.9",,,,
"07","粉浜","Kohama","5.1",,,,
"08","住吉大社","Sumiyoshitaisha","5.7",,,,
"09","住ノ江","Suminoe","6.7",,,,
"0a","七道","Shichidō","8.2",,,,
"0b","堺","Sakai","9.8",,,,
"0c","湊","Minato","11.2",,,,
"0d","石津川","Ishizugawa","12.7",,,,
"0e","諏訪ノ森","Suwanomori","13.8",,,,
"0f","浜寺公園","Hamaderakōen","14.8",,,,
"0g","羽衣","Hagoromo","15.5",,,,
"0h","高石","Takaishi","17.4",,,,
"0i","北助松","Kita-Sukematsu","18.5",,,,
"0j","松ノ浜","Matsunohama","19.5",,,,
"0k","泉大津","Izumiōtsu","20.4",,,,
"0l","忠岡","Tadaoka","22.3",,,,
"0m","春木","Haruki","23.7",,,,
"0n","和泉大宮","Izumi-Ōmiya","25.0",,,,
"0o","岸和田","Kishiwada","26.0",,,,
"0p","蛸地蔵","Takojizō","26.9",,,,
"0q","貝塚","Kaizuka","28.6",,,,
"0r","二色浜","Nishikinohama","30.4",,,,
"0s","鶴原","Tsuruhara","31.3",,,,
"0t","井原里","Iharanosato","32.4",,,,
"0u","泉佐野","Izumisano","34.0",,,,
"0v","羽倉崎","Hagurazaki","36.1",,,,
"0w","吉見ノ里","Yoshiminosato","37.4",,,,
"0x","岡田浦","Okadaura","38.8",,,,
"0y","樽井","Tarui","40.6",,,,
"0z","尾崎","Ozaki","43.1",,,,
"10","鳥取ノ荘","Tottorinoshō","44.6",,,,
"11","箱作","Hakotsukuri","46.6",,,,
"12","淡輪","Tannowa","50.2",,,,
"13","みさき公園","Misaki-kōen","51.9",,,,
"14","孝子","Kyōshi","56.3",,,,
"15","和歌山大学前","Wakayamadaigakumae","58.0",,,,
"16","紀ノ川","Kinokawa","61.6",,,,
"17","和歌山市","Wakayamashi","64.2",,,,
