"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","1号線(ブルーライン)","Line 1 (Blue Line)",,,,
"02","3号線(ブルーライン)","Line 3 (Blue Line)",,,,
"03","4号線(グリーンライン)","Line 4 (Green Line)",,,,
