"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","成都西","Chengdu West","0","","","zh3926970",""
"02","温江","Wenjiang","20","","","zh6440606",""
"03","羊马","Yangma","26","","","zh6440607",""
"04","崇州","Chongzhou","33","","","zh6413736",""
"05","大邑","Dayi","49","","","zh6413741",""
"06","邛崃","Qionglai","67","","","zh6413746",""
"07","西来","Xilai","79","","","zh6440608",""
"08","蒲江","Pujiang","92","","","zh6413752",""
"09","朝阳湖","Chaoyanghu","98","","","zh6440610",""
"0a","名山","Mingshan","127","","","zh6440611",""
"0b","雅安","Ya'an","140","","","zh6409897",""
