"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","野田阪神","Nodahanshin","0",,,,
"02","玉川","Tamagawa","0.6",,,,
"03","阿波座","Awaza","1.9",,,,
"04","西長堀","Nishi-Nagahori","2.9",,,,
"05","桜川","Sakuragawa","3.8",,,,
"06","難波・なんば","Namba","4.9",,,,
"07","日本橋","Nippombashi","5.6",,,,
"08","谷町九丁目","Tanimachi Kyūchōme","6.6",,,,
"09","鶴橋","Tsuruhashi","7.7",,,,
"0a","今里","Imazato","9.2",,,,
"0b","新深江","Shin-Fukae","10.1",,,,
"0c","小路","Shōji","11.1",,,,
"0d","北巽","Kita-Tatsumi","12",,,,
"0e","南巽","Minami-Tatsumi","13.1",,,,
