"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","당고개","Danggogae",,,,,
"02","상계","Sanggye",,,,,
"03","노원","Nowon",,,,,
"04","창동","Chang-dong",,,,,
"05","쌍문","Ssangmun",,,,,
"06","수유","Suyu",,,,,
"07","미아","Mia",,,,,
"08","미아사거리","Miasageori",,,,,
"09","길음","Gireum",,,,,
"0a","성신여대입구","Sungshin Women's Univ.",,,,,
"0b","한성대입구","Hansung Univ.",,,,,
"0c","혜화","Hyehwa",,,,,
"0d","동대문","Dongdaemun",,,,,
"0e","동대문역사문화공원","Dongdaemun History & Culture Park",,,,,
"0f","충무로","Chungmuro",,,,,
"0g","명동","Myeong-dong",,,,,
"0h","회현","Hoehyeon",,,,,
"0i","서울역","Seoul Station",,,,,
"0j","숙대입구","Sookmyung Women's Univ.",,,,,
"0k","삼각지","Samgakji",,,,,
"0l","신용산","Sinyongsan",,,,,
"0m","이촌","Ichon",,,,,
"0n","동작","Dongjak",,,,,
"0o","총신대입구","Chongsin Univ.",,,,,
"0p","사당","Sadang",,,,,
"0q","남태령","Namtaeryeong",,,,,
