"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","ชุมทางหนองปลาดุก","Nong Pla Duk Junction",,,,,
"02","ทุ่งบัว","Thung Bua",,,,,
"03","โรงเรียนการบิน","Rong Rien Kanbin",,,,,
"04","ศรีสำราญ","Sri Samran",,,,,
"05","ดอนทอง","Don Thong",,,,,
"06","สุพรรณบุรี","Suphan Buri",,,,,
"07","มาลัยแมน","Ma Lai Maen",,,,,
