"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","岡山","Okayama","0","","","ja21517",""
"02","備前三門","Bizen-Mikado","1.9","","","ja21578",""
"03","大安寺","Daianji","3.3","","","ja21579",""
"04","備前一宮","Bizen-Ichinomiya","6.5","","","ja21580",""
"05","吉備津","Kibitsu","8.4","","","ja21581",""
"06","備中高松","Bitchu-Takamatsu","11","","","ja21582",""
"07","足守","Ashimori","13.4","","","ja21585",""
"08","服部","Hattori","16.2","","","ja21683",""
"09","東総社","Higashi-Soja","18.8","","","ja21525",""
"0a","総社","Soja","20.4","","","ja21524",""
