"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","大阪阿部野橋","Osaka Abenobashi","0.0",,,,
"02","河堀口","Koboreguchi","1.0",,,,
"03","北田辺","Kita-Tanabe","2.1",,,,
"04","今川","Imagawa","2.7",,,,
"05","針中野","Harinakano","3.8",,,,
"06","矢田","Yata","5.1",,,,
"07","河内天美","Kawachi-Amami","7.3",,,,
"08","布忍","Nunose","8.3",,,,
"09","高見ノ里","Takaminosato","9.1",,,,
"0a","河内松原","Kawachi-Matsubara","10.0",,,,
"0b","恵我ノ荘","Eganosho","11.6",,,,
"0c","高鷲","Takawashi","12.6",,,,
"0d","藤井寺","Fujiidera","13.7",,,,
"0e","土師ノ里","Hajinosato","15.6",,,,
"0f","道明寺","Domyoji","16.3",,,,
"0g","古市","Furuichi","18.3",,,,
"0h","駒ヶ谷","Komagatani","20.0",,,,
"0i","上ノ太子","Kaminotaishi","22.0",,,,
"0j","二上山","Nijozan","27.3",,,,
"0k","二上神社口","Nijo-jinjaguchi","28.4",,,,
"0l","当麻寺","Taimadera","30.4",,,,
"0m","磐城","Iwaki","31.1",,,,
"0n","尺土","Shakudo","32.3",,,,
"0o","高田市","Takadashi","34.2",,,,
"0p","浮孔","Ukiana","35.6",,,,
"0q","坊城","Bojo","36.8",,,,
"0r","橿原神宮西口","Kashiharajingu-nishiguchi","38.5",,,,
"0s","橿原神宮前","Kashiharajingu-mae","39.7",,,,
