"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","福島","Fukushima","0","","","ja3961",""
"02","笹木野","Sasakino","3.8","","","ja40241",""
"03","庭坂","Niwasaka","6.9","","","ja40240",""
"04","赤岩","Akaiwa","14.6","","","ja40239",""
"05","板谷","Itaya","21.2","","","ja40237",""
"06","峠","Toge","24.5","","","ja286650",""
"07","大沢","Osawa","28.8","","","ja40229",""
"08","関根","Sekine","34.8","","","ja40228",""
"09","米沢","Yonezawa","40.1","","","ja38773",""
"0a","置賜","Oitama","45.6","","","ja40227",""
"0b","高畠","Takahata","49.9","","","ja38771",""
"0c","赤湯","Akayu","56.1","","","ja38767",""
"0d","中川","Nakagawa","64.4","","","ja40225",""
"0e","羽前中山","Uzen-Nakayama","68.3","","","ja40223",""
"0f","かみのやま温泉","Kaminoyama Onsen","75","","","ja38764",""
"0g","茂吉記念館前","Mokichi Kinenkan-mae","77.8","","","ja40222",""
"0h","蔵王","Zao","81.8","","","ja40221",""
"0i","山形","Yamagata","87.1","","","ja38763",""
"0j","北山形","Kita-Yamagata","89","","","ja40220",""
"0k","羽前千歳","Uzen-Chitose","91.9","","","ja40219",""
"0l","南出羽","Minami-Dewa","93.6","","","ja40218",""
"0m","漆山","Urushiyama","94.9","","","ja40514",""
"0n","高擶","Takatama","97","","","ja40216",""
"0o","天童南","Tendo-Minami","98.3","","","ja2954902",""
"0p","天童","Tendo","100.4","","","ja38761",""
"0q","乱川","Midaregawa","103.4","","","ja40104",""
"0r","神町","Jimmachi","106.3","","","ja40103",""
"0s","さくらんぼ東根","Sakuranbo Higashine","108.1","","","ja38758",""
"0t","東根","Higashine","110.6","","","ja40102",""
"0u","村山","Murayama","113.5","","","ja38755",""
"0v","袖崎","Sodesaki","121.5","","","ja40101",""
"0w","大石田","Oishida","126.9","","","ja38754",""
"0x","北大石田","Kita-Oishida","130.8","","","ja40100",""
"0y","芦沢","Ashisawa","133.7","","","ja40099",""
"0z","舟形","Funagata","140.3","","","ja40098",""
"10","新庄","Shinjo","148.6","","","ja38752",""
"11","泉田","Izumita","154.2","","","ja40097",""
"12","羽前豊里","Uzen-Toyosato","161.3","","","ja40096",""
"13","真室川","Mamurogawa","164","","","ja40095",""
"14","釜淵","Kamabuchi","173.2","","","ja40093",""
"15","大滝","Otaki","180.3","","","ja40092",""
"16","及位","Nozoki","185.8","","","ja37701",""
"17","院内","Innai","194.4","","","ja37700",""
"18","横堀","Yokobori","198.4","","","ja37699",""
"19","三関","Mitsuseki","204.4","","","ja37698",""
"1a","上湯沢","Kami-Yuzawa","207.1","","","ja37697",""
"1b","湯沢","Yuzawa","210.4","","","ja37695",""
"1c","下湯沢","Shimo-Yuzawa","214.5","","","ja37694",""
"1d","十文字","Jumonji","217.8","","","ja37693",""
"1e","醍醐","Daigo","221.2","","","ja37839",""
"1f","柳田","Yanagita","224.4","","","ja37688",""
"1g","横手","Yokote","228.3","","","ja37687",""
