"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","汐見橋","Shiomibashi","0",,,,
"02","芦原町","Ashiharachō","0.9",,,,
"03","木津川","Kizugawa","1.6",,,,
"04","津守","Tsumori","2.6",,,,
"05","西天下茶屋","Nishi-Tengachaya","3.6",,,,
"06","岸里玉出","Kishinosato-Tamade","4.6",,,,
"07","帝塚山","Tezukayama","5.7",,,,
"08","住吉東","Sumiyoshihigashi","6.6",,,,
"09","沢ノ町","Sawanochō","7.5",,,,
"0a","我孫子前","Abikomae","8.1",,,,
"0b","浅香山","Asakayama","9.4",,,,
"0c","堺東","Sakaihigashi","11",,,,
"0d","三国ヶ丘","Mikunigaoka","12.5",,,,
"0e","百舌鳥八幡","Mozuhachiman","13.4",,,,
"0f","中百舌鳥","Nakamozu","14.1",,,,
"0g","白鷺","Shirasagi","15.1",,,,
"0h","初芝","Hatsushiba","16.6",,,,
"0i","萩原天神","Hagiharatenjin","17.5",,,,
"0j","北野田","Kitanoda","19.3",,,,
"0k","狭山","Sayama","20.2",,,,
"0l","大阪狭山市","Ōsakasayamashi","21.8",,,,
"0m","金剛","Kongō","22.9",,,,
"0n","滝谷","Takidani","24.6",,,,
"0o","千代田","Chiyoda","25.9",,,,
"0p","河内長野","Kawachinagano","28",,,,
"0q","三日市町","Mikkaichichō","29.7",,,,
"0r","美加の台","Mikanodai","31.3",,,,
"0s","千早口","Chihayaguchi","33.2",,,,
"0t","天見","Amami","34.9",,,,
"0u","紀見峠","Kimitōge","38.6",,,,
"0v","林間田園都市","Rinkanden'entoshi","39.9",,,,
"0w","御幸辻","Miyukitsuji","41.9",,,,
"0x","橋本","Hashimoto","44.7",,,,
"0y","紀伊清水","Kii-Shimizu","47.8",,,,
"0z","学文路","Kamuro","50.4",,,,
"10","九度山","Kudoyama","52.2",,,,
"11","高野下","Kōyashita","54.2",,,,
"12","下古沢","Shimo-Kosawa","55.9",,,,
"13","上古沢","Kami-Kosawa","57.6",,,,
"14","紀伊細川","Kii-Hosokawa","60.6",,,,
"15","紀伊神谷","Kii-Kamiya","63",,,,
"16","極楽橋","Gokurakubashi","64.5",,,,
