"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","函館本線","Hakodate Main Line",,,,,
"02","函館本線 (鹿部経由)","Hakodate Main Line (via Shikabe)",,,,,
"03","北海道新幹線","Hokkaido Shinkansen",,,,,
"04","札沼線","Sassho Line",,,,,
"05","千歳線","Chitose Line",,,,,
"06","千歳線 (支線)","Chitose Line (Branch)",,,,,
"07","石勝線","Sekisho Line",,,,,
"08","室蘭本線","Muroran Main Line",,,,,
"09","室蘭本線 (支線)","Muroran Main Line (Branch)",,,,,
"0a","日高本線","Hidaka Main Line",,,,,
"0b","留萌本線","Rumoi Main Line",,,,,
"0c","根室本線","Nemuro Main Line",,,,,
"0d","富良野線","Furano Line",,,,,
"0e","宗谷本線","Soya Main Line",,,,,
"0g","釧網本線","Senmo Main Line",,,,,
