"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","塩尻","Shiojiri","0","","","ja83909",""
"02","広丘","Hirooka","3.8","","","ja167856",""
"03","村井","Murai","6.8","","","ja167868",""
"04","平田","Hirata","8.8","","","ja35659",""
"05","南松本","Minami-Matsumoto","10.9","","","ja167875",""
"06","松本","Matsumoto","13.3","","","ja39898",""
"07","田沢","Tazawa","21.6","","","ja167883",""
"08","明科","Akashina","28.2","","","ja101587",""
"09","西条","Nishijo","37.2","","","ja22679",""
"0a","坂北","Sakakita","40.9","","","ja107207",""
"0b","聖高原","Hijiri-Kogen","45","","","ja97886",""
"0c","冠着","Kamuriki","48.3","","","ja118678",""
"0d","姨捨","Obasute","54.2","","","ja118659",""
"0e","稲荷山","Inariyama","62.9","","","ja98926",""
"0f","篠ノ井","Shinonoi","66.7","","","ja64887",""
