"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","博多","Hakata","0","","","ja1557714",""
"02","新鳥栖","Shin-Tosu","26.3","","","ja220635",""
"03","久留米","Kurume","32","","","ja69812",""
"04","筑後船小屋","Chikugo-Funagoya","47.9","","","ja144531",""
"05","新大牟田","Shin-Omuta","59.7","","","ja220576",""
"06","新玉名","Shin-Tamana","76.3","","","ja220636",""
"07","熊本","Kumamoto","98.2","","","ja69810",""
"08","新八代","Shin-Yatsushiro","130","","","ja63782",""
"09","新水俣","Shin-Minamata","172.8","","","ja63829",""
"0a","出水","Izumi","188.8","","","ja62485",""
"0b","川内","Sendai","221.5","","","ja62515",""
"0c","鹿児島中央","Kagoshima-Chuo","256.8","","","ja50895",""
