"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","東海道本線","Tokaido Main Line",,,,,
"02","東海道本線 (美濃赤坂支線)","Tokaido Main Line (Mino-Akasaka Branch)",,,,,
"03","東海道本線 (新垂井経由)","Tokaido Main Line (via Shin-Tarui)",,,,,
"04","東海道新幹線","Tokaido Shinkansen",,,,,
"05","御殿場線","Gotemba Line",,,,,
"06","身延線","Minobu Line",,,,,
"07","飯田線","Iida Line",,,,,
"08","武豊線","Taketoyo Line",,,,,
"09","高山本線","Takayama Main Line",,,,,
"0a","中央本線","Chuo Main Line",,,,,
"0b","太多線","Taita Line",,,,,
"0c","関西本線","Kansai Main Line",,,,,
"0d","紀勢本線","Kisei Main Line",,,,,
"0e","名松線","Meisho Line",,,,,
"0f","参宮線","Sangu Line",,,,,
