"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","長野","Nagano","0",,,,
"02","市役所前","Shiyakushomae","0.4",,,,
"03","権堂","Gondō","1",,,,
"04","善光寺下","Zenkōjishita","1.6",,,,
"05","本郷","Hongō","2.7",,,,
"06","桐原","Kirihara","3.6",,,,
"07","信濃吉田","Shinano-Yoshida","4.3",,,,
"08","朝陽","Asahi","6.3",,,,
"09","附属中学前","Fuzokuchūgakumae","7",,,,
"0a","柳原","Yanagihara","8",,,,
"0b","村山","Murayama","10",,,,
"0c","日野","Hino","11",,,,
"0d","須坂","Suzaka","12.5",,,,
"0e","北須坂","Kitasuzaka","15",,,,
"0f","小布施","Obuse","17.5",,,,
"0g","都住","Tsusumi","18.6",,,,
"0h","桜沢","Sakurasawa","21.3",,,,
"0i","延徳","Entoku","23.3",,,,
"0j","信州中野","Shinshū-Nakano","25.6",,,,
"0k","中野松川","Nakano-Matsukawa","27",,,,
"0l","信濃竹原","Shinano-Takehara","29.3",,,,
"0m","夜間瀬","Yomase","30.4",,,,
"0n","上条","Kamijō","31.8",,,,
"0o","湯田中","Yudanaka","33.2",,,,
