"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","西若松","Nishi-Wakamatsu","0",,,,
"02","南若松","Minami-Wakamatsu","3",,,,
"03","門田","Monden","4.9",,,,
"04","あまや","Amaya","7.7",,,,
"05","芦ノ牧温泉","Ashinomaki-Onsen","10.5",,,,
"06","大川ダム公園","Ōkawadamukōen","16.2",,,,
"07","芦ノ牧温泉南","Ashinomaki-Onsen-Minami","17.7",,,,
"08","湯野上温泉","Yunokami-Onsen","22.7",,,,
"09","塔のへつり","Tō-no-Hetsuri","26.5",,,,
"0a","弥五島","Yagoshima","28",,,,
"0b","会津下郷","Aizu-Shimogō","31.1",,,,
"0c","ふるさと公園","Furusato-Kōen","32.5",,,,
"0d","養鱒公園","Yōson-Kōen","35.1",,,,
"0e","会津長野","Aizu-Nagano","37.3",,,,
"0f","田島高校前","Tajimakōkōmae","39.5",,,,
"0g","会津田島","Aizu-Tajima","42",,,,
"0h","中荒井","Nakaarai","45.8",,,,
"0i","会津荒海","Aizu-Arakai","49.2",,,,
"0j","会津山村道場","Aizu-Sanson-Dōjō","50.1",,,,
"0k","七ヶ岳登山口","Nanatsugatake-Tozanguchi","53.1",,,,
"0l","会津高原尾瀬口","Aizukōgen-Ozeguchi","57.4",,,,
