"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","第一期線","Dai-Ikki-Line",,,,
"02","第二期線","Dai-Niki-Line",,,,
"03","谷山線","Taniyama Line",,,,
"04","唐湊線","Toso Line",,,,
