"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","ชุมทางเขาชุมทอง","Khao Chum Thong Junction","0.00","","","th61220",""
"02","บ้านเกยเชน","Ban Koei Chen","5.14","","","th363311",""
"03","บ้านทุ่งหล่อ","Ban Thung Lo","9.58","","","th210319",""
"04","โคกคราม","Khok Khram","13.66","","","th1057768",""
"05","บ้านห้วยยูง","Ban Huai Yoong","17.71","","","th5549",""
"06","บ้านท่าช้าง","Ban Tha Chang","22.39","","","th151871",""
"07","วังวัว","Wang Wua","25.34","","","th210320",""
"08","มะม่วงสองต้น","Mamuang Song Ton","29.87","","","th34980",""
"09","นครศรีธรรมราช","Nakhon Si Thammarat","35.01","","","th159734",""
