"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","지축","Jichuk","0","","","ko19717",""
"02","구파발","Gupabal","1.5","","","ko15994",""
"03","연신내","Yeonsinnae","3.5","","","ko15995",""
"04","불광","Bulgwang","4.8","","","ko15174",""
"05","녹번","Nokbeon","5.9","","","ko19751",""
"06","홍제","Hongje","7.5","","","ko19752",""
"07","무악재","Muakjae","8.4","","","ko15171",""
"08","독립문","Dongnimmun","9.5","","","ko15170",""
"09","경복궁","Gyeongbokgung","11.1","","","ko15172",""
"0a","안국","Anguk","12.2","","","ko15896",""
"0b","종로3가","Jongno 3(sam)-ga","13.2","","","ko15185",""
"0c","을지로3가","Euljiro 3(sam)-ga","13.8","","","ko15095",""
"0d","충무로","Chungmuro","14.5","","","ko15087",""
"0e","동대입구","Dongguk Univ.","15.4","","","ko20564",""
"0f","약수","Yaksu","16.1","","","ko15986",""
"0g","금호","Geumho","16.9","","","ko77046",""
"0h","옥수","Oksu","17.7","","","ko19642",""
"0i","압구정","Apgujeong","19.8","","","ko19832",""
"0j","신사","Sinsa","21.3","","","ko20625",""
"0k","잠원","Jamwon","22.2","","","ko19643",""
"0l","고속터미널","Express Bus Terminal","23.4","","","ko15114",""
"0m","교대","Seoul Nat'l Univ. of Education","25","","","ko82554",""
"0n","남부터미널","Nambu Bus Terminal","25.9","","","ko20565",""
"0o","양재","Yangjae","27.7","","","ko20717",""
"0p","매봉","Maebong","28.9","","","ko20566",""
"0q","도곡","Dogok","29.7","","","ko15996",""
"0r","대치","Daechi","30.5","","","ko19714",""
"0s","학여울","Hangnyeoul","31.3","","","ko19716",""
"0t","대청","Daecheong","32.2","","","ko19715",""
"0u","일원","Irwon","33.4","","","ko19719",""
"0v","수서","Suseo","35.2","","","ko15895",""
"0w","가락시장","Garak Market","36.6","","","ko15927",""
"0x","경찰병원","National Police Hospital","37.4","","","ko19718",""
"0y","오금","Ogeum","38.2","","","ko19644",""
