"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","สนามกีฬาแห่งชาติ","National Stadium","0.00","","","th133867",""
"02","สยาม","Siam","","","","th28366",""
"03","ราชดำริ","Ratchadamri","","","","th135119",""
"04","ศาลาแดง","Sala Daeng","","","","th134830",""
"05","ช่องนนทรี","Chong Nonsi","","","","th135102",""
"06","สุรศักดิ์","Surasak","","","","th127208",""
"07","สะพานตากสิน","Saphan Taksin","","","","th118672",""
"08","กรุงธนบุรี","Krung Thon Buri","","","","th118678",""
"09","วงเวียนใหญ่","Wongwian Yai","","","","th118677",""
"0a","โพธิ์นิมิตร","Pho Nimit","","","","th196510",""
"0b","ตลาดพลู","Talat Phlu","","","","th196509",""
"0c","วุฒากาศ","Wutthakat","","","","th196511",""
"0d","บางหว้า","Bang Wa","14.67","","","th196512",""
