"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","新山口","Shin-Yamaguchi","0","","","ja1206145",""
"02","周防下郷","Suo-Shimogo","1","","","ja23275",""
"03","上郷","Kamigo","2.7","","","ja23274",""
"04","仁保津","Nihozu","4.6","","","ja23273",""
"05","大歳","Otoshi","7.3","","","ja23272",""
"06","矢原","Yabara","8.6","","","ja23271",""
"07","湯田温泉","Yudaonsen","10.3","","","ja23270",""
"08","山口","Yamaguchi","12.7","","","ja22680",""
"09","上山口","Kami-Yamaguchi","13.9","","","ja23278",""
"0a","宮野","Miyano","15.5","","","ja23279",""
"0b","仁保","Niho","20.2","","","ja23276",""
"0c","篠目","Shinome","28.9","","","ja23280",""
"0d","長門峡","Chomonkyo","32.3","","","ja23282",""
"0e","渡川","Watarigawa","35.5","","","ja23283",""
"0f","三谷","Mitani","38.6","","","ja23492",""
"0g","名草","Nagusa","41.4","","","ja23286",""
"0h","地福","Jifuku","43.9","","","ja23287",""
"0i","鍋倉","Nabekura","46.4","","","ja23289",""
"0j","徳佐","Tokusa","49.9","","","ja23290",""
"0k","船平山","Funahirayama","52.8","","","ja23291",""
"0l","津和野","Tsuwano","62.9","","","ja22586",""
"0m","青野山","Aonoyama","66.1","","","ja23292",""
"0n","日原","Nichihara","72.8","","","ja23293",""
"0o","青原","Aohara","77.5","","","ja23294",""
"0p","東青原","Higashi-Aohara","80.6","","","ja23295",""
"0q","石見横田","Iwami-Yokota","84.7","","","ja23296",""
"0r","本俣賀","Honmataga","89.6","","","ja23297",""
"0s","益田","Masuda","93.9","","","ja21572",""
