"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","籬仔內","Lizihnei",,,,,
"02","凱旋瑞田","Kaisyuan Rueitian",,,,,
"03","前鎮之星","Cianjhen Star",,,,,
"04","凱旋中華","Kaisyuan Jhonghua",,,,,
"05","夢時代","Dream Mall",,,,,
"06","經貿園區","Commerce and Trade Park",,,,,
"07","軟體園區","Software Technology Park",,,,,
"08","高雄展覽館","Kaohsiung Exhibition Center",,,,,
"09","旅運中心","Cruise Terminal",,,,,
"0a","光榮碼頭","Glory Pier",,,,,
"0b","真愛碼頭","Love Pier",,,,,
"0c","駁二大義","Pier-2 Dayi",,,,,
"0d","駁二蓬萊","Pier-2 Ponglai",,,,,
"0e","哈瑪星","Hamasen",,,,,
