"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","鳥取","Tottori",,,,,
"02","津ノ井","Tsunoi",,,,,
"03","東郡家","Higashi-Koge",,,,,
"04","郡家","Koge",,,,,
"05","河原","Kawahara",,,,,
"06","国英","Kunifusa",,,,,
"07","鷹狩","Takagari",,,,,
"08","用瀬","Mochigase",,,,,
"09","因幡社","Inaba-Yashiro",,,,,
"0a","智頭","Chizu",,,,,
"0b","土師","Haji",,,,,
"0c","那岐","Nagi",,,,,
"0d","美作河井","Mimasaka-Kawai",,,,,
"0e","知和","Chiwa",,,,,
"0f","美作加茂","Mimasaka-Kamo",,,,,
"0g","三浦","Miura",,,,,
"0h","美作滝尾","Mimasaka-Takio",,,,,
"0i","高野","Takano",,,,,
"0j","東津山","Higashi-Tsuyama",,,,,
