"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","浅草","Asakusa","0.0",,,,
"02","とうきょうスカイツリー","Tokyo Skytree","1.1",,,,
"03","押上","Oshiage","-",,,,
"04","曳舟","Hikifune","2.4",,,,
"05","東向島","Higashi-Mukojima","3.2",,,,
"06","鐘ヶ淵","Kanegafuchi","4.2",,,,
"07","堀切","Horikiri","5.3",,,,
"08","牛田","Ushida","6",,,,
"09","北千住","Kita-Senju","7.1",,,,
"0a","小菅","Kosuge","8.2",,,,
"0b","五反野","Gotanno","9.3",,,,
"0c","梅島","Umejima","10.5",,,,
"0d","西新井","Nishiarai","11.3",,,,
"0e","竹ノ塚","Takenotsuka","13.4",,,,
"0f","谷塚","Yatsuka","15.9",,,,
"0g","草加","Soka","17.5",,,,
"0h","獨協大学前","Dokkyodaigakumae","19.2",,,,
"0i","新田","Shinden","20.5",,,,
"0j","蒲生","Gamo","21.9",,,,
"0k","新越谷","Shin-Koshigaya","22.9",,,,
"0l","越谷","Koshigaya","24.4",,,,
"0m","北越谷","Kita-Koshigaya","26",,,,
"0n","大袋","Obukuro","28.5",,,,
"0o","せんげん台","Sengendai","29.8",,,,
"0p","武里","Takesato","31.1",,,,
"0q","一ノ割","Ichinowari","33",,,,
"0r","春日部","Kasukabe","35.3",,,,
"0s","北春日部","Kita-Kasukabe","36.8",,,,
"0t","姫宮","Himemiya","38.4",,,,
"0u","東武動物公園","Tobu-Dobutsu-Koen","41",,,,
"0v","和戸","Wado","43.9",,,,
"0w","久喜","Kuki","47.7",,,,
"0x","鷲宮","Washinomiya","52.1",,,,
"0y","花崎","Hanasaki","54.8",,,,
"0z","加須","Kazo","58.5",,,,
"10","南羽生","Minami-Hanyu","63.1",,,,
"11","羽生","Hanyu","66.2",,,,
"12","川俣","Kawamata","70.5",,,,
"13","茂林寺前","Morinji-mae","72.4",,,,
"14","館林","Tatebayashi","74.6",,,,
"15","多々良","Tatara","78.6",,,,
"16","県","Agata","81.8",,,,
"17","福居","Fukui","83.9",,,,
"18","東武和泉","Tobu-Izumi","85.1",,,,
"19","足利市","Ashikagashi","86.8",,,,
"1a","野州山辺","Yashu-yamabe","88.5",,,,
"1b","韮川","Niragawa","91.8",,,,
"1c","太田","Ota","94.7",,,,
"1d","細谷","Hosoya","97.8",,,,
"1e","木崎","Kizaki","101.2",,,,
"1f","世良田","Serada","104.1",,,,
"1g","境町","Sakaimachi","106.3",,,,
"1h","剛志","Goshi","110",,,,
"1i","新伊勢崎","Shin-Isesaki","113.3",,,,
"1j","伊勢崎","Isesaki","114.5",,,,
