"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","福島","Fukushima","0",,,,
"02","卸町","Oroshimachi","5.6",,,,
"03","福島学院前","Fukushima Gakuin-mae","6.5",,,,
"04","瀬上","Senoue","7.5",,,,
"05","向瀬上","Mukaisenoue","8.6",,,,
"06","高子","Takako","10.1",,,,
"07","上保原","Kamihobara","11.5",,,,
"08","保原","Hobara","12.8",,,,
"09","大泉","Ōizumi","13.9",,,,
"0a","二井田","Niida","15.4",,,,
"0b","新田","Nitta","17",,,,
"0c","梁川","Yanagawa","18.3",,,,
"0d","やながわ希望の森公園前","Yanagawa Kibōnomori Kōen-mae","20",,,,
"0e","富野","Tomino","22.1",,,,
"0f","兜","Kabuto","25.2",,,,
"0g","あぶくま","Abukuma","29.4",,,,
"0h","丸森","Marumori","37.5",,,,
"0i","北丸森","Kita-Marumori","39.2",,,,
"0j","南角田","Minami-Kakuda","41.6",,,,
"0k","角田","Kakuda","43.3",,,,
"0l","横倉","Yokokura","45.2",,,,
"0m","岡","Oka","47.7",,,,
"0n","東船岡","Higashi-Funaoka","51.3",,,,
"0o","槻木","Tsukinoki","54.9",,,,
