"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","新静岡","Shin-Shizuoka","0",,,,
"02","日吉町","Hiyoshichō","0.3",,,,
"03","音羽町","Otowachō","0.8",,,,
"04","春日町","Kasugachō","1.5",,,,
"05","柚木","Yunoki","2",,,,
"06","長沼","Naganuma","3.1",,,,
"07","古庄","Furushō","3.8",,,,
"08","県総合運動場","Ken-Sōgō Undōjō","4.8",,,,
"09","県立美術館前","Kenritsu-Bijutsukan Mae","5.7",,,,
"0a","草薙","Kusanagi","6.4",,,,
"0b","御門台","Mikadodai","7.4",,,,
"0c","狐ヶ崎","Kitsunegasaki","8.3",,,,
"0d","桜橋","Sakurabashi","10",,,,
"0e","入江岡","Irieoka","10.3",,,,
"0f","新清水","Shin-Shimizu","11",,,,
