"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","漳平","Zhangping",,,,,
"02","基太","Jitai",,,,,
"03","苏坂","Suban",,,,,
"04","坂尾","Banwei",,,,,
"05","雁石","Yanshi",,,,,
"06","苹林","Pinglin",,,,,
"07","铁山洋","Tieshanyang",,,,,
"08","龙岩","Longyan",,,,,
"09","红炭山","Hongtanshan",,,,,
"0a","富岭","Fuling",,,,,
"0b","坎市","Kanshi",,,,,
"0c","象牙村","Xiangyacun",,,,,
"0d","永定","Yongding",,,,,
"0e","仙师","Xianshi",,,,,
"0f","琥市","Hushi",,,,,
"0g","茶阳","Chayang",,,,,
"0h","大埔","Dapu",,,,,
"0i","松口","Songkou",,,,,
"0j","丙村","Bingcun",,,,,
"0k","梅州东","Meizhou East",,,,,
"0l","梅州","Meizhou",,,,,
"0m","梅南","Meinan",,,,,
"0n","上鹅峰","Shang'efeng",,,,,
"0o","畲江","Shejiang",,,,,
"0p","新墟镇","Xinxuzhen",,,,,
"0q","兴宁","Xingning",,,,,
"0r","兴宁西","Xingning West",,,,,
"0s","华城","Huacheng",,,,,
"0t","岐岭","Qiling",,,,,
"0u","铁场","Tiechang",,,,,
"0v","十二排","Shi'erpai",,,,,
"0w","龙川","Longchuan",,,,,
