"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","佃","Tsukuda",,,,,
"02","辻","Tsuji",,,,,
"03","阿波加茂","Awa-Kamo",,,,,
"04","三加茂","Mikamo",,,,,
"05","江口","Eguchi",,,,,
"06","阿波半田","Awa-Handa",,,,,
"07","貞光","Sadamitsu",,,,,
"08","小島","Oshima",,,,,
"09","穴吹","Anabuki",,,,,
"0a","川田","Kawata",,,,,
"0b","阿波山川","Awa-Yamakawa",,,,,
"0c","山瀬","Yamase",,,,,
"0d","学","Gaku",,,,,
"0e","阿波川島","Awa-Kawashima",,,,,
"0f","西麻植","Nishi-Oe",,,,,
"0g","鴨島","Kamojima",,,,,
"0h","麻植塚","Oezuka",,,,,
"0i","牛島","Ushinoshima",,,,,
"0j","下浦","Shimoura",,,,,
"0k","石井","Ishii",,,,,
"0l","府中","Ko",,,,,
"0m","鮎喰","Akui",,,,,
"0n","蔵本","Kuramoto",,,,,
"0o","佐古","Sako",,,,,
