"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","กรุงเทพ","Bangkok","0","","","th28371",""
"02","อุรุพงษ์","Urupong","2.64","","","th60561",""
"03","พญาไท","Phayathai","3.67","","","th145069",""
"04","ราชปรารภ","Ratchaprarop","4.59","","","th190146",""
"05","มักกะสัน","Makkasan","5.17","","","th119618",""
"06","อโศก","Asoke","6.98","","","th28368",""
"07","คลองตัน","Khlong Tan","9.85","","","th190147",""
"08","สุขุมวิท 71","Sukhumvit 71","11.14","","","th8833",""
"09","หัวหมาก","Hua Mak","15.18","","","th190148",""
"0a","บ้านทับช้าง","Ban Thap Chang","20.87","","","th190149",""
"0b","ซอยวัดลานบุญ","Soi Wat Lan Boon","23.94","","","th29285",""
"0c","ลาดกระบัง","Lat Krabang","26.75","","","th180493",""
"0d","พระจอมเกล้า","Pra Chom Klao","30.33","","","th210411",""
"0e","หัวตะเข้","Hua Takhe","30.91","","","th260934",""
"0f","คลองหลวงแพ่ง","Khlong Luang Phaeng","39.5","","","th259114",""
"0g","คลองอุดมชลจร","Khlong Udom Chonlajorn","43.43","","","th125105",""
"0h","เปรง","Preng","46.5","","","th210411",""
"0i","คลองแขวงกลั่น","Khlong Kwaeng Klan","51.02","","","th176444",""
"0j","คลองบางพระ","Khlong Bang Phra","53.99","","","th9927",""
"0k","บางเตย","Bang Toey","57.1","","","th28414",""
"0l","ชุมทางฉะเชิงเทรา","Chachoengsao Junction","60.99","","","th221620",""
"0m","โพรงอากาศ","Phrong Akat","74.53","","","th111190",""
"0n","บางน้ำเปรี้ยว","Bang Nam Prieo","79.04","","","th669151",""
"0o","ชุมทางคลองสิบเก้า","Khlong Sip Kao Junction","85.6","","","th223934",""
"0p","คลองยี่สิบเอ็ด","Khlong Yi Sip Et","89.42","","","th210411",""
"0q","โยทะกา","Yothaka","93.73","","","th324839",""
"0r","บ้านสร้าง","Ban Sang","101.53","","","th79294",""
"0s","หนองน้ำขาว","Nong Nam Khao","109.49","","","th5487",""
"0t","บ้านปากพลี","Ban Pak Phli","115.28","","","th260331",""
"0u","ปราจีนบุรี","Prachin Buri","121.78","","","th287763",""
"0v","หนองกระจับ","Nong Krachap","126.25","","","th290200",""
"0w","โคกมะกอก","Khok Makok","131","","","th210411",""
"0x","ประจันตคาม","Prachantakham","137.65","","","th261074",""
"0y","หนองแสง","Nong Saeng","143.41","","","th306809",""
"0z","บ้านดงบัง","Ban Dong Bang","146.73","","","th210411",""
"10","หนองศรีวิชัย","Nong Sri Vichai","146.73","","","th74294",""
"11","บ้านพรมแสง","Ban Phrom Saeng","151.85","","","th531895",""
"12","บ้านเกาะแดง","Ban Ko Daeng","156.15","","","th5240",""
"13","กบินทร์บุรี","Kabin Buri","161.26","","","th210411",""
"14","กบินทร์เก่า","Kabin Kao","165.5","","","th210411",""
"15","หนองสัง","Nong Sang","172.71","","","th130459",""
"16","พระปรง","Phra Prong","183.76","","","th6805",""
"17","บ้านแก้ง","Ban Kaeng","190.06","","","th127026",""
"18","ศาลาลำดวน","Sala Lamduan","195.87","","","th210411",""
"19","สระแก้ว","Sa Kaeo","202.25","","","th564464",""
"1a","ท่าเกษม","Tha Kasem","216.28","","","th573387",""
"1b","ห้วยโจด","Huai Chot","223.4","","","th626578",""
"1c","วัฒนานคร","Watthana Nakhon","233.86","","","th210411",""
"1d","บ้านโป่งคอม","Ban Pong Kom","240.32","","","th23004",""
"1e","ห้วยเดื่อ","Huai Dua","245.03","","","th5549",""
"1f","อรัญประเทศ","Aranyaprathet","254.5","","","th222144",""
"1g","ด่านพรมแดนบ้านคลองลึก","Ban Klong Luk Border","260.28","","","th564464",""
