"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","中山國中","Zhongshan Junior High School","0","","","zh144755",""
"02","南京復興","Nanjing Fuxing","1.1","","","zh165301",""
"03","忠孝復興","Zhongxiao Fuxing","2.2","","","zh145139",""
"04","大安","Daan","3.1","","","zh197387",""
"05","科技大樓","Technology Building","3.9","","","zh197402",""
"06","六張犁","Liuzhangli","5","","","zh197410",""
"07","麟光","Linguang","5.8","","","zh197414",""
"08","辛亥","Xinhai","7.4","","","zh197415",""
"09","萬芳醫院","Wanfang Hospital","8.1","","","zh143398",""
"0a","萬芳社區","Wanfang Community","9.3","","","zh197418",""
"0b","木柵","Muzha","9.9","","","zh197419",""
"0c","動物園","Taipei Zoo","10.7","","","zh197421",""
