"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","好摩","Koma","0","","","ja38245",""
"02","東大更","Higashi-Obuke","4.9","","","ja38214",""
"03","大更","Obuke","9","","","ja38213",""
"04","平館","Tairadate","13.7","","","ja38212",""
"05","北森","Kitamori","15.6","","","ja38211",""
"06","松尾八幡平","Matsuo-Hachimantai","17.8","","","ja38210",""
"07","安比高原","Appi-Kogen","25","","","ja38209",""
"08","赤坂田","Akasakata","30","","","ja38207",""
"09","小屋の畑","Koyanohata","33.6","","","ja38206",""
"0a","荒屋新町","Araya-Shinmachi","37.6","","","ja38205",""
"0b","横間","Yokoma","40.3","","","ja38204",""
"0c","田山","Tayama","49.1","","","ja38203",""
"0d","兄畑","Anihata","55.8","","","ja37957",""
"0e","湯瀬温泉","Yuze-Onsen","59.9","","","ja37956",""
"0f","八幡平","Hachimantai","64.2","","","ja37955",""
"0g","陸中大里","Rikuchu-Osato","66.1","","","ja37954",""
"0h","鹿角花輪","Kazuno-Hanawa","69.7","","","ja37953",""
"0i","柴平","Shibahira","74.4","","","ja37952",""
"0j","十和田南","Towada-Minami","77.7","","","ja37951",""
"0k","末広","Suehiro","82.2","","","ja37950",""
"0l","土深井","Dobukai","84.6","","","ja37949",""
"0m","沢尻","Sawajiri","86.6","","","ja37948",""
"0n","十二所","Junisho","89.6","","","ja37947",""
"0o","大滝温泉","Otaki-Onsen","92.1","","","ja37946",""
"0p","扇田","Ogita","98.6","","","ja37945",""
"0q","東大館","Higashi-Odate","103.3","","","ja37944",""
"0r","大館","Odate","106.9","","","ja38167",""
