"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","宮の沢","Miyanosawa","0",,,,
"02","発寒南","Hassamu-Minami","1.5",,,,
"03","琴似","Kotoni","2.8",,,,
"04","二十四軒","Nijūyon-Ken","3.7",,,,
"05","西28丁目","Nishi-Nijūhatchōme","4.9",,,,
"06","円山公園","Maruyama-Kōen","5.7",,,,
"07","西18丁目","Nishi-Jūhatchōme","6.6",,,,
"08","西11丁目","Nishi-Jūitchōme","7.5",,,,
"09","大通","Ōdōri","8.5",,,,
"0a","バスセンター前","Bus Center-Mae","9.3",,,,
"0b","菊水","Kikusui","10.4",,,,
"0c","東札幌","Higashi-Sapporo","11.6",,,,
"0d","白石","Shiroishi","12.7",,,,
"0e","南郷7丁目","Nangō-Nana-Chōme","14.1",,,,
"0f","南郷13丁目","Nangō-Jūsan-Chōme","15.2",,,,
"0g","南郷18丁目","Nangō-Jūhatchōme","16.4",,,,

