"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","立川","Tachikawa",,,,,
"02","西立川","Nishi-Tachikawa",,,,,
"03","東中神","Higashi-Nakagami",,,,,
"04","中神","Nakagami",,,,,
"05","昭島","Akishima",,,,,
"06","拝島","Haijima",,,,,
"07","牛浜","Ushihama",,,,,
"08","福生","Fussa",,,,,
"09","羽村","Hamura",,,,,
"0a","小作","Ozaku",,,,,
"0b","河辺","Kabe",,,,,
"0c","東青梅","Higashi-Ome",,,,,
"0d","青梅","Ome",,,,,
"0e","宮ノ平","Miyanohira",,,,,
"0f","日向和田","Hinatawada",,,,,
"0g","石神前","Ishigamimae",,,,,
"0h","二俣尾","Futamatao",,,,,
"0i","軍畑","Ikusabata",,,,,
"0j","沢井","Sawai",,,,,
"0k","御嶽","Mitake",,,,,
"0l","川井","Kawai",,,,,
"0m","古里","Kori",,,,,
"0n","鳩ノ巣","Hatonosu",,,,,
"0o","白丸","Shiromaru",,,,,
"0p","奥多摩","Oku-Tama",,,,,
