"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","布施","Fuse","0.0",,,,
"02","河内永和","Kawachi-Eiwa","0.8",,,,
"03","河内小坂","Kawachi-Kosaka","1.6",,,,
"04","八戸ノ里","Yaenosato","2.4",,,,
"05","若江岩田","Wakae-Iwata","4.1",,,,
"06","河内花園","Kawachi-Hanazono","5.0",,,,
"07","東花園","Higashi-Hanazono","5.8",,,,
"08","瓢箪山","Hyōtan-yama","7.0",,,,
"09","枚岡","Hiraoka","8.3",,,,
"0a","額田","Nukata","9.0",,,,
"0b","石切","Ishikiri","10.1",,,,
"0c","生駒","Ikoma","14.2",,,,
"0d","東生駒","Higashi-Ikoma","15.4",,,,
"0e","富雄","Tomio","17.7",,,,
"0f","学園前","Gakuen-mae","19.1",,,,
"0g","菖蒲池","Ayameike","20.1",,,,
"0h","大和西大寺","Yamato-Saidaiji","22.3",,,,
"0i","新大宮","Shin-Omiya","25.0",,,,
"0j","近鉄奈良","Kintetsu Nara","26.7",,,,
