"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","山陽本線","San'yo Main Line",,,,,
"02","鹿児島本線 (門司港 - 八代)","Kagoshima Main Line (Mojiko - Yatsushiro)",,,,,
"03","鹿児島本線 (川内 - 鹿児島)","Kagoshima Main Line (Sendai - Kagoshima)",,,,,
"04","九州新幹線","Kyushu Shinkansen",,,,,
"05","香椎線","Kashii Line",,,,,
"06","篠栗線","Sasaguri Line",,,,,
"07","三角線","Misumi Line",,,,,
"08","肥薩線","Hisatsu Line",,,,,
"09","指宿枕崎線","Ibusuki Makurazaki Line",,,,,
"0a","長崎本線","Nagasaki Main Line",,,,,
"0b","長崎本線 (長与経由)","Nagasaki Main Line (via Nagayo)",,,,,
"0c","唐津線","Karatsu Line",,,,,
"0d","筑肥線 (姪浜 - 唐津)","Chikuhi Line (Meinohama - Karatsu)",,,,,
"0e","筑肥線 (山本 - 伊万里)","Chikuhi Line (Yamamoto - Imari)",,,,,
"0f","佐世保線","Sasebo Line",,,,,
"0g","大村線","Omura Line",,,,,
"0h","久大本線","Kyudai Main Line",,,,,
"0i","豊肥本線","Hohi Main Line",,,,,
"0j","日豊本線","Nippo Main Line",,,,,
"0k","日田彦山線","Hitahikosan Line",,,,,
"0l","日南線","Nichinan Line",,,,,
"0m","宮崎空港線","Miyazaki Kuko Line",,,,,
"0n","吉都線","Kitto Line",,,,,
"0o","筑豊本線","Chikuho Main Line",,,,,
"0p","後藤寺線","Gotoji Line",,,,,
