"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","平湖","Pinghu",,,,,
"02","平湖南","Pinghu South",,,,,
"03","坂田","Bantian",,,,,
"04","西丽","Xili",,,,,
"05","深圳西","Shenzhen West",,,,,
