"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","あおば通","Aoba-dori","0","","","ja45804",""
"02","仙台","Sendai","0.5","","","ja18811",""
"03","榴ヶ岡","Tsutsujigaoka","1.3","","","ja3126630",""
"04","宮城野原","Miyaginohara","2.4","","","ja53038",""
"05","陸前原ノ町","Rikuzen-Haranomachi","3.2","","","ja53039",""
"06","苦竹","Nigatake","4","","","ja53075",""
"07","小鶴新田","Kozurushinden","5.6","","","ja63732",""
"08","福田町","Fukudamachi","7.7","","","ja63768",""
"09","陸前高砂","Rikuzen-Takasago","8.6","","","ja64382",""
"0a","中野栄","Nakanosakae","10.3","","","ja60736",""
"0b","多賀城","Tagajo","12.6","","","ja64386",""
"0c","下馬","Geba","14.4","","","ja64472",""
"0d","西塩釜","Nishi-Shiogama","15.2","","","ja64474",""
"0e","本塩釜","Hon-Shiogama","16","","","ja47540",""
"0f","東塩釜","Higashi-Shiogama","17.2","","","ja64477",""
"0g","陸前浜田","Rikuzen-Hamada","20.3","","","ja61678",""
"0h","松島海岸","Matsushima-Kaigan","23.2","","","ja53420",""
"0i","高城町","Takagimachi","25.5","","","ja61167",""
"0j","手樽","Tetaru","27.3","","","ja64691",""
"0k","陸前富山","Rikuzen-Tomiyama","28.6","","","ja64693",""
"0l","陸前大塚","Rikuzen-Otsuka","30.8","","","ja64695",""
"0m","東名","Tona","32.2","","","ja64697",""
"0n","野蒜","Nobiru","33.4","","","ja64700",""
"0o","陸前小野","Rikuzen-Ono","36","","","ja64703",""
"0p","鹿妻","Kazuma","37.6","","","ja64705",""
"0q","矢本","Yamoto","40.2","","","ja64707",""
"0r","東矢本","Higashi-Yamoto","41.6","","","ja64708",""
"0s","陸前赤井","Rikuzen-Akai","43.1","","","ja64709",""
"0t","石巻あゆみ野","Ishinomakiayumino","45.2","","","ja3133598",""
"0u","蛇田","Hebita","46.6","","","ja64710",""
"0v","陸前山下","Rikuzen-Yamashita","47.6","","","ja64712",""
"0w","石巻","Ishinomaki","49","","","ja64487",""
