"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","神戸","Kobe","33.1","","","ja22665",""
"02","兵庫","Hyogo","1.8","","","ja48610",""
"03","新長田","Shin-Nagata","4.1","","","ja48611",""
"04","鷹取","Takatori","5.1","","","ja48612",""
"05","須磨海浜公園","Suma-Kaihinkoen","6","","","ja995986",""
"06","須磨","Suma","7.3","","","ja48613",""
"07","塩屋","Shioya","10.2","","","ja48635",""
"08","垂水","Tarumi","13.1","","","ja48616",""
"09","舞子","Maiko","15.1","","","ja48618",""
"0a","朝霧","Asagiri","17","","","ja48619",""
"0b","明石","Akashi","19.4","","","ja48620",""
"0c","西明石","Nishi-Akashi","22.8","","","ja36416",""
"0d","大久保","Okubo","25.6","","","ja29259",""
"0e","魚住","Uozumi","29.1","","","ja48982",""
"0f","土山","Tsuchiyama","32.2","","","ja48983",""
"0g","東加古川","Higashi-Kakogawa","35.5","","","ja48986",""
"0h","加古川","Kakogawa","39.1","","","ja47010",""
"0i","宝殿","Hoden","42.4","","","ja49198",""
"0j","曽根","Sone","46.4","","","ja36887",""
"0k","ひめじ別所","Himeji Bessho","48.4","","","ja182675",""
"0l","御着","Gochaku","50.5","","","ja49204",""
"0m","東姫路","Higashi-Himeji","52.9","","","ja3290986",""
"0n","姫路","Himeji","54.8","","","ja22785",""
"0o","英賀保","Agaho","59.4","","","ja24164",""
"0p","はりま勝原","Harima-Katsuhara","62.2","","","ja719101",""
"0q","網干","Aboshi","65.1","","","ja24162",""
"0r","竜野","Tatsuno","71","","","ja21633",""
"0s","相生","Aioi","75.5","","","ja21686",""
"0t","有年","Une","83.1","","","ja21946",""
"0u","上郡","Kamigori","89.6","","","ja21505",""
"0v","三石","Mitsuishi","102.4","","","ja21610",""
"0w","吉永","Yoshinaga","109.5","","","ja21611",""
"0x","和気","Wake","114.8","","","ja22073",""
"0y","熊山","Kumayama","119.4","","","ja22072",""
"0z","万富","Mantomi","123.5","","","ja22071",""
"10","瀬戸","Seto","128","","","ja21848",""
"11","上道","Joto","132.7","","","ja21682",""
"12","東岡山","Higashi-Okayama","136.1","","","ja21612",""
"13","高島","Takashima","138.9","","","ja21614",""
"14","西川原","Nishigawara","140.8","","","ja999830",""
"15","岡山","Okayama","143.4","","","ja21517",""
"16","北長瀬","Kitanagase","146.8","","","ja325568",""
"17","庭瀬","Niwase","149.9","","","ja21590",""
"18","中庄","Nakasho","154.6","","","ja21523",""
"19","倉敷","Kurashiki","159.3","","","ja21522",""
"1a","西阿知","Nishiachi","163.3","","","ja21608",""
"1b","新倉敷","Shin-Kurashiki","168.6","","","ja21757",""
"1c","金光","Konko","174.9","","","ja22069",""
"1d","鴨方","Kamogata","178.4","","","ja22070",""
"1e","里庄","Satosho","182.4","","","ja21941",""
