"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","ชุมทางบ้านภาชี","Ban Phachi Junction",,,,,
"02","หนองกวย","Nong Kuai",,,,,
"03","หนองแซง","Nong Saeng",,,,,
"04","หนองสีดา","Nong Sida",,,,,
"05","บ้านป๊อกแป๊ก","Ban Pokpaek",,,,,
"06","สระบุรี","Saraburi",,,,,
"07","หนองบัว","Nong Bua",,,,,
"08","ชุมทางแก่งคอย","Kaeng Khoi Junction",,,,,
"09","มาบกะเบา","Map Kabao",,,,,
"0a","ผาเสด็จ","Pha Sadet",,,,,
"0b","หินลับ","Hin Lap",,,,,
"0c","มวกเหล็ก","Muak Lek",,,,,
"0d","กลางดง","Klang Dong",,,,,
"0e","ปางอโศก","Pang Asok",,,,,
"0f","บันไดม้า","Bandai Ma",,,,,
"0g","ปากช่อง","Pak Chong",,,,,
"0h","ซับม่วง","Sap Muang",,,,,
"0i","จันทึก","Chanthuk",,,,,
"0j","คลองขนานจิตร","Khlong Khanan Chit",,,,,
"0k","คลองไผ่","Khlong Phai",,,,,
"0l","ลาดบัวขาว","Lat Bua Khao",,,,,
"0m","บ้านใหม่สำโรง","Ban Mai Samrong",,,,,
"0n","หนองน้ำขุ่น","Nong Nam Khun",,,,,
"0o","สีคิ้ว","Sikhiu",,,,,
"0p","โคกสะอาด","Khok Sa-at",,,,,
"0q","สูงเนิน","Sung Noen",,,,,
"0r","กุดจิก","Kut Chik",,,,,
"0s","โคกกรวด","Khok Kruat",,,,,
"0t","ภูเขาลาด","Phu Khao Lat",,,,,
"0u","นครราชสีมา","Nakhon Ratchasima",,,,,
"0v","ชุมทางถนนจิระ","Thanon Chira Junction",,,,,
"0w","บ้านเกาะ","Ban Ko",,,,,
"0x","หนองไข่น้ำ","Nong Khai Nam",,,,,
"0y","บ้านกระโดน","Ban Kradon",,,,,
"0z","บ้านหนองกันงา","Ban Nong Gunngar",,,,,
"10","หนองแมว","Nong Maeo",,,,,
"11","โนนสูง","Non Sung",,,,,
"12","บ้านดงพลอง","Ban Dong Phlong",,,,,
"13","บ้านมะค่า","Ban Makha",,,,,
"14","เนินถั่วแปบ","Noen Thua Paep",,,,,
"15","พลสงคราม","Phon Songkhram",,,,,
"16","บ้านดอนใหญ่","Ban Don Yai",,,,,
"17","เมืองคง","Muang Khong",,,,,
"18","บ้านไร่","Ban Rai",,,,,
"19","โนนทองหลาง","Non Thong Lang",,,,,
"1a","ห้วยระหัด","Huai Rahat",,,,,
"1b","ชุมทางบัวใหญ่","Bua Yai Junction",,,,,
"1c","เนินสวัสดิ์","Noen Sawat",,,,,
"1d","หนองบัวลาย","Nong Bua Lai",,,,,
"1e","ศาลาดิน","Sala Din",,,,,
"1f","หนองมะเขือ","Nong Makhua",,,,,
"1g","เมืองพล","Muang Phon",,,,,
"1h","บ้านหัน","Ban Han",,,,,
"1i","บ้านไผ่","Ban Phai",,,,,
"1j","บ้านแฮด","Ban Haet",,,,,
"1k","ท่าพระ","Tha Phra",,,,,
"1l","ขอนแก่น","Khon Kaen",,,,,
"1m","สำราญ","Samran",,,,,
"1n","โนนพยอม","Non Phayom",,,,,
"1o","บ้านวังชัย","Ban Wang Chai",,,,,
"1p","น้ำพอง","Nam Phong",,,,,
"1q","ห้วยเสียว","Huai Sieo",,,,,
"1r","เขาสวนกวาง","Khao Suan Kwang",,,,,
"1s","โนนสะอาด","Non Sa-at",,,,,
"1t","ห้วยเกิ้ง","Huai Koeng",,,,,
"1u","กุมภวาปี","Kumphawapi",,,,,
"1v","ห้วยสามพาด","Huai Sam Phat",,,,,
"1w","หนองตะไก้","Nong Takai",,,,,
"1x","คำกลิ้ง","Kham Kling",,,,,
"1y","หนองขอนกว้าง","Nong Khon Kwang",,,,,
"1z","อุดรธานี","Udon Thani",,,,,
"20","นาพู่","Na Phu",,,,,
"21","นาทา","Na Tha",,,,,
"22","หนองคาย","Nong Khai",,,,,
"23","ชายแดน (ลาว)","Border (Laos)",,,,,
