"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","東武動物公園","Tobu-Dobutsu-Koen","0.0",,,,
"02","杉戸高野台","Sugito-Takanodai","3.2",,,,
"03","幸手","Satte","5.8",,,,
"04","南栗橋","Minami-Kurihashi","10.4",,,,
"05","栗橋","Kurihashi","13.9",,,,
"06","新古河","Shin-Koga","20.6",,,,
"07","柳生","Yagyū","23.6",,,,
"08","板倉東洋大前","Itakura Toyodai-mae","25.6",,,,
"09","藤岡","Fujioka","29.5",,,,
"0a","静和","Shizuwa","37.3",,,,
"0b","新大平下","Shin-Ohirashita","40.1",,,,
"0c","栃木","Tochigi","44.9",,,,
"0d","新栃木","Shin-Tochigi","47.9",,,,
"0e","合戦場","Kassemba","50.0",,,,
"0f","家中","Ienaka","52.4",,,,
"0g","東武金崎","Tobu Kanasaki","56.6",,,,
"0h","楡木","Niregi","61.2",,,,
"0i","樅山","Momiyama","64.2",,,,
"0j","新鹿沼","Shin-Kanuma","66.8",,,,
"0k","北鹿沼","Kita-Kanuma","69.8",,,,
"0l","板荷","Itaga","74.9",,,,
"0m","下小代","Shimo-Goshiro","78.5",,,,
"0n","明神","Myojin","81.3",,,,
"0o","下今市","Shimo-Imaichi","87.4",,,,
"0p","上今市","Kami-Imaichi","88.4",,,,
"0q","東武日光","Tobu Nikko","94.5",,,,
