"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","新立屯","Xinlitun",,,,,
"02","新邱","Xinqiu",,,,,
"03","阿金","Ajin",,,,,
"04","阜新南","Fuxin South",,,,,
"05","清河门北","Qinghemen North",,,,,
"06","李金","Lijin",,,,,
"07","义县","Yixian",,,,,
