"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","衢州","Quzhou","0","","","zh4340547",""
"02","常山","Changshan","33","","","zh5944823",""
"03","开化","Kaihua","54","","","zh5943030",""
"04","德兴东","Dexing East","96","","","zh6007538",""
"05","婺源","Wuyuan","114","","","zh3707953",""
"06","景德镇北","Jingdezhen North","183","","","zh5943004",""
"07","鄱阳","Poyang","218","","","zh6007536",""
"08","都昌","Duchang","270","","","zh6007533",""
"09","湖口","Hukou","304","","","zh5551056",""
"0a","琵琶湖","Pipahu","327","","","zh3708409",""
"0b","九江","Jiujiang","334","","","zh605727",""
