"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","新宿","Shinjuku","0","","","ja1855047",""
"02","大久保","Okubo","1.4","","","ja29259",""
"03","東中野","Higashi-Nakano","2.5","","","ja60483",""
"04","中野","Nakano","4.4","","","ja29490",""
"05","高円寺","Koenji","5.8","","","ja53117",""
"06","阿佐ケ谷","Asagaya","7","","","ja72719",""
"07","荻窪","Ogikubo","8.4","","","ja12721",""
"08","西荻窪","Nishi-Ogikubo","10.3","","","ja78045",""
"09","吉祥寺","Kichijoji","12.2","","","ja11474",""
"0a","三鷹","Mitaka","13.8","","","ja8641",""
"0b","武蔵境","Musashi-Sakai","15.4","","","ja11387",""
"0c","東小金井","Higashi-Koganei","17.1","","","ja15429",""
"0d","武蔵小金井","Musashi-Koganei","18.8","","","ja15431",""
"0e","国分寺","Kokubunji","21.1","","","ja7938",""
"0f","西国分寺","Nishi-Kokubunji","22.5","","","ja7939",""
"0g","国立","Kunitachi","24.2","","","ja7940",""
"0h","立川","Tachikawa","27.2","","","ja4351",""
"0i","日野","Hino","30.5","","","ja49804",""
"0j","豊田","Toyoda","32.8","","","ja39660",""
"0k","八王子","Hachioji","37.1","","","ja15442",""
"0l","西八王子","Nishi-Hachioji","39.5","","","ja43812",""
"0m","高尾","Takao","42.8","","","ja14451",""
"0n","相模湖","Sagamiko","52.3","","","ja57185",""
"0o","藤野","Fujino","56","","","ja57186",""
"0p","上野原","Uenohara","59.5","","","ja129410",""
"0q","四方津","Shiotsu","63.7","","","ja118019",""
"0r","梁川","Yanagawa","67.3","","","ja71875",""
"0s","鳥沢","Torisawa","70.9","","","ja98006",""
"0t","猿橋","Saruhashi","75","","","ja129424",""
"0u","大月","Otsuki","77.5","","","ja72077",""
"0v","初狩","Hatsukari","83.6","","","ja183620",""
"0w","笹子","Sasago","90.1","","","ja183617",""
"0x","甲斐大和","Kai-Yamato","96.2","","","ja183614",""
"0y","勝沼ぶどう郷","Katsunuma-Budokyo","102.2","","","ja165328",""
"0z","塩山","Enzan","106.6","","","ja164720",""
"10","東山梨","Higashi-Yamanashi","109.8","","","ja97662",""
"11","山梨市","Yamanashishi","111.9","","","ja147895",""
"12","春日居町","Kasugaicho","114.7","","","ja181644",""
"13","石和温泉","Isawa-Onsen","117.5","","","ja164746",""
"14","酒折","Sakaori","120.9","","","ja56036",""
"15","甲府","Kofu","123.8","","","ja31182",""
"16","竜王","Ryuo","128.3","","","ja123906",""
"17","塩崎","Shiozaki","132.4","","","ja124708",""
"18","韮崎","Nirasaki","136.7","","","ja164728",""
"19","新府","Shimpu","140.9","","","ja183605",""
"1a","穴山","Anayama","144.4","","","ja183603",""
"1b","日野春","Hinoharu","149.8","","","ja100177",""
"1c","長坂","Nagasaka","156","","","ja165338",""
"1d","小淵沢","Kobuchizawa","163.4","","","ja139419",""
"1e","信濃境","Shinano-Sakai","167.9","","","ja137991",""
"1f","富士見","Fujimi","172.6","","","ja105274",""
"1g","すずらんの里","Suzurannosato","175.8","","","ja137985",""
"1h","青柳","Aoyagi","177.7","","","ja101277",""
"1i","茅野","Chino","184.9","","","ja137946",""
"1j","上諏訪","Kami-Suwa","191.6","","","ja73639",""
"1k","下諏訪","Shimo-Suwa","196","","","ja137923",""
"1l","岡谷","Okaya","200.1","","","ja70789",""
"1m","みどり湖","Midoriko","207.9","","","ja106944",""
"1n","塩尻","Shiojiri","211.8","","","ja83909",""
