"id","endonym","exonym","distance","longitude","latitude","wikipedia","image"
"01","Bukit Panjang","Bukit Panjang",,,,,
"02","Cashew","Cashew",,,,,
"03","Hillview","Hillview",,,,,
"04","Beauty World","Beauty World",,,,,
"05","King Albert Park","King Albert Park",,,,,
"06","Sixth Avenue","Sixth Avenue",,,,,
"07","Tan Kah Kee","Tan Kah Kee",,,,,
"08","Botanic Gardens","Botanic Gardens",,,,,
"09","Stevens","Stevens",,,,,
"0a","Newton","Newton",,,,,
"0b","Little India","Little India",,,,,
"0c","Rochor","Rochor",,,,,
"0d","Bugis","Bugis",,,,,
"0e","Promenade","Promenade",,,,,
"0f","Bayfront","Bayfront",,,,,
"0g","Downtown","Downtown",,,,,
"0h","Telok Ayer","Telok Ayer",,,,,
"0i","Chinatown","Chinatown",,,,,
"0j","Fort Canning","Fort Canning",,,,,
"0k","Bencoolen","Bencoolen",,,,,
"0l","Jalan Besar","Jalan Besar",,,,,
"0m","Bendemeer","Bendemeer",,,,,
"0n","Geylang Bahru","Geylang Bahru",,,,,
"0o","Mattar","Mattar",,,,,
"0p","MacPherson","MacPherson",,,,,
"0q","Ubi","Ubi",,,,,
"0r","Kaki Bukit","Kaki Bukit",,,,,
"0s","Bedok North","Bedok North",,,,,
"0t","Bedok Reservoir","Bedok Reservoir",,,,,
"0u","Tampines West","Tampines West",,,,,
"0v","Tampines","Tampines",,,,,
"0w","Tampines East","Tampines East",,,,,
"0x","Upper Changi","Upper Changi",,,,,
"0y","Expo","Expo",,,,,
