"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","倶利伽羅","Kurikara","0",,,,
"02","石動","Isurugi","6.8",,,,
"03","福岡","Fukuoka","14",,,,
"04","西高岡","Nishi-Takaoka","17.5",,,,
"05","高岡やぶなみ","Takaoka-Yabunami","20.2",,,,
"06","高岡","Takaoka","22.8",,,,
"07","越中大門","Etchū-Daimon","26.5",,,,
"08","小杉","Kosugi","30.2",,,,
"09","呉羽","Kureha","36.8",,,,
"0a","富山","Toyama","41.6",,,,
"0b","東富山","Higashi-Toyama","48.2",,,,
"0c","水橋","Mizuhashi","53.1",,,,
"0d","滑川","Namerikawa","58.6",,,,
"0e","東滑川","Higashi-Namerikawa","62.1",,,,
"0f","魚津","Uozu","67.1",,,,
"0g","黒部","Kurobe","73.4",,,,
"0h","生地","Ikuji","77.4",,,,
"0i","西入善","Nishi-Nyūzen","81.6",,,,
"0j","入善","Nyūzen","85.5",,,,
"0k","泊","Tomari","90.7",,,,
"0l","越中宮崎","Etchū-Miyazaki","95.4",,,,
"0m","市振","Ichiburi","100.1",,,,
