"id","endonym","exonym","distance","latitude","longitude","wikipedia","image"
"01","国際会館","Kokusaikaikan","0",,,,
"02","松ヶ崎","Matsugasaki","1.6",,,,
"03","北山","Kitayama","2.6",,,,
"04","北大路","Kitaōji","3.8",,,,
"05","鞍馬口","Kuramaguchi","4.6",,,,
"06","今出川","Imadegawa","5.4",,,,
"07","丸太町","Marutamachi","6.9",,,,
"08","烏丸御池","Karasuma Oike","7.6",,,,
"09","四条","Shijō","8.5",,,,
"0a","五条","Gojō","9.3",,,,
"0b","京都","Kyoto","10.3",,,,
"0c","九条","Kujō","11.1",,,,
"0d","十条","Jūjō","11.8",,,,
"0e","くいな橋","Kuinabashi","13",,,,
"0f","竹田","Takeda","13.7",,,,
